"siteID","year","impervious_2018","treedensity_2018","agri_2018","open_2018","tempspring_2020","tempspringvar_2020","precspring_2020","shannon_2018","d_impervious","d_treedensity","d_agri","d_open","d_tempsrping","tempsrping","d_tempsrpingvar","d_precspring","precspring","d_shannon","shannon","milieu","milieu_old","drymatter","protectedarea_perc","protectedarea_type","eulandsystem_cat","eulandsystem_farmland_low","eulandsystem_farmland_medium","eulandsystem_farmland_high","eulandsystem_forest_lowmedium","eulandsystem_forest_high","PLS","milieu_cat_old","milieu_cat"
"Site_2",2003,4.02948949502069,3.02286351508469,0.85331462111874,0.85331462111874,14.0462417959652,43.2511828358263,1.3854123826617,0.197965651333758,0.0819207613195398,0.171518391325357,0,0,0.00868941198133553,13.8637641443571,0.449352173197954,-0.000644770639018519,1.39895256608109,0,0.197965651333758,"frac_2",62,5915.43884222085,0.0230115122082002,2,"medium_intensity",0.203713312668957,0.796286687331043,0,0,0,19,"openland","openland"
"Site_2",2004,4.02948949502069,3.02286351508469,0.85331462111874,0.85331462111874,14.0462417959652,43.2511828358263,1.3854123826617,0.197965651333758,0.0819207613195398,0.171518391325357,0,0,0.00868941198133553,13.8637641443571,0.449352173197954,-0.000644770639018519,1.39895256608109,0,0.197965651333758,"frac_2",62,5915.43884222085,0.0230115122082002,2,"medium_intensity",0.203713312668957,0.796286687331043,0,0,0,19,"openland","openland"
"Site_2",2005,4.02948949502069,3.02286351508469,0.85331462111874,0.85331462111874,14.0462417959652,43.2511828358263,1.3854123826617,0.197965651333758,0.0819207613195398,0.171518391325357,0,0,0.00868941198133553,13.8637641443571,0.449352173197954,-0.000644770639018519,1.39895256608109,0,0.197965651333758,"frac_2",62,5915.43884222085,0.0230115122082002,2,"medium_intensity",0.203713312668957,0.796286687331043,0,0,0,19,"openland","openland"
"Site_2",2006,4.02948949502069,3.02286351508469,0.85331462111874,0.85331462111874,14.0462417959652,43.2511828358263,1.3854123826617,0.197965651333758,0.0819207613195398,0.171518391325357,0,0,0.00868941198133553,13.8637641443571,0.449352173197954,-0.000644770639018519,1.39895256608109,0,0.197965651333758,"frac_2",62,5915.43884222085,0.0230115122082002,2,"medium_intensity",0.203713312668957,0.796286687331043,0,0,0,19,"openland","openland"
"Site_2",2007,4.02948949502069,3.02286351508469,0.85331462111874,0.85331462111874,14.0462417959652,43.2511828358263,1.3854123826617,0.197965651333758,0.0819207613195398,0.171518391325357,0,0,0.00868941198133553,13.8637641443571,0.449352173197954,-0.000644770639018519,1.39895256608109,0,0.197965651333758,"frac_2",62,5915.43884222085,0.0230115122082002,2,"medium_intensity",0.203713312668957,0.796286687331043,0,0,0,19,"openland","openland"
"Site_2",2008,4.02948949502069,3.02286351508469,0.85331462111874,0.85331462111874,14.0462417959652,43.2511828358263,1.3854123826617,0.197965651333758,0.0819207613195398,0.171518391325357,0,0,0.00868941198133553,13.8637641443571,0.449352173197954,-0.000644770639018519,1.39895256608109,0,0.197965651333758,"frac_2",62,5915.43884222085,0.0230115122082002,2,"medium_intensity",0.203713312668957,0.796286687331043,0,0,0,19,"openland","openland"
"Site_2",2009,4.02948949502069,3.02286351508469,0.85331462111874,0.85331462111874,14.0462417959652,43.2511828358263,1.3854123826617,0.197965651333758,0.0819207613195398,0.171518391325357,0,0,0.00868941198133553,13.8637641443571,0.449352173197954,-0.000644770639018519,1.39895256608109,0,0.197965651333758,"frac_2",62,5915.43884222085,0.0230115122082002,2,"medium_intensity",0.203713312668957,0.796286687331043,0,0,0,19,"openland","openland"
"Site_2",2010,4.02948949502069,3.02286351508469,0.85331462111874,0.85331462111874,14.0462417959652,43.2511828358263,1.3854123826617,0.197965651333758,0.0819207613195398,0.171518391325357,0,0,0.00868941198133553,13.8637641443571,0.449352173197954,-0.000644770639018519,1.39895256608109,0,0.197965651333758,"frac_2",62,5915.43884222085,0.0230115122082002,2,"medium_intensity",0.203713312668957,0.796286687331043,0,0,0,19,"openland","openland"
"Site_2",2011,4.02948949502069,3.02286351508469,0.85331462111874,0.85331462111874,14.0462417959652,43.2511828358263,1.3854123826617,0.197965651333758,0.0819207613195398,0.171518391325357,0,0,0.00868941198133553,13.8637641443571,0.449352173197954,-0.000644770639018519,1.39895256608109,0,0.197965651333758,"frac_2",62,5915.43884222085,0.0230115122082002,2,"medium_intensity",0.203713312668957,0.796286687331043,0,0,0,19,"openland","openland"
"Site_2",2012,4.02948949502069,3.02286351508469,0.85331462111874,0.85331462111874,14.0462417959652,43.2511828358263,1.3854123826617,0.197965651333758,0.0819207613195398,0.171518391325357,0,0,0.00868941198133553,13.8637641443571,0.449352173197954,-0.000644770639018519,1.39895256608109,0,0.197965651333758,"frac_2",62,5915.43884222085,0.0230115122082002,2,"medium_intensity",0.203713312668957,0.796286687331043,0,0,0,19,"openland","openland"
"Site_2",2013,4.02948949502069,3.02286351508469,0.85331462111874,0.85331462111874,14.0462417959652,43.2511828358263,1.3854123826617,0.197965651333758,0.0819207613195398,0.171518391325357,0,0,0.00868941198133553,13.8637641443571,0.449352173197954,-0.000644770639018519,1.39895256608109,0,0.197965651333758,"frac_2",62,5915.43884222085,0.0230115122082002,2,"medium_intensity",0.203713312668957,0.796286687331043,0,0,0,19,"openland","openland"
"Site_2",2014,4.02948949502069,3.02286351508469,0.85331462111874,0.85331462111874,14.0462417959652,43.2511828358263,1.3854123826617,0.197965651333758,0.0819207613195398,0.171518391325357,0,0,0.00868941198133553,13.8637641443571,0.449352173197954,-0.000644770639018519,1.39895256608109,0,0.197965651333758,"frac_2",62,5915.43884222085,0.0230115122082002,2,"medium_intensity",0.203713312668957,0.796286687331043,0,0,0,19,"openland","openland"
"Site_2",2015,4.02948949502069,3.02286351508469,0.85331462111874,0.85331462111874,14.0462417959652,43.2511828358263,1.3854123826617,0.197965651333758,0.0819207613195398,0.171518391325357,0,0,0.00868941198133553,13.8637641443571,0.449352173197954,-0.000644770639018519,1.39895256608109,0,0.197965651333758,"frac_2",62,5915.43884222085,0.0230115122082002,2,"medium_intensity",0.203713312668957,0.796286687331043,0,0,0,19,"openland","openland"
"Site_2",2016,4.02948949502069,3.02286351508469,0.85331462111874,0.85331462111874,14.0462417959652,43.2511828358263,1.3854123826617,0.197965651333758,0.0819207613195398,0.171518391325357,0,0,0.00868941198133553,13.8637641443571,0.449352173197954,-0.000644770639018519,1.39895256608109,0,0.197965651333758,"frac_2",62,5915.43884222085,0.0230115122082002,2,"medium_intensity",0.203713312668957,0.796286687331043,0,0,0,19,"openland","openland"
"Site_2",2017,4.02948949502069,3.02286351508469,0.85331462111874,0.85331462111874,14.0462417959652,43.2511828358263,1.3854123826617,0.197965651333758,0.0819207613195398,0.171518391325357,0,0,0.00868941198133553,13.8637641443571,0.449352173197954,-0.000644770639018519,1.39895256608109,0,0.197965651333758,"frac_2",62,5915.43884222085,0.0230115122082002,2,"medium_intensity",0.203713312668957,0.796286687331043,0,0,0,19,"openland","openland"
"Site_2",2018,4.02948949502069,3.02286351508469,0.85331462111874,0.85331462111874,14.0462417959652,43.2511828358263,1.3854123826617,0.197965651333758,0.0819207613195398,0.171518391325357,0,0,0.00868941198133553,13.8637641443571,0.449352173197954,-0.000644770639018519,1.39895256608109,0,0.197965651333758,"frac_2",62,5915.43884222085,0.0230115122082002,2,"medium_intensity",0.203713312668957,0.796286687331043,0,0,0,19,"openland","openland"
"Site_2",2019,4.02948949502069,3.02286351508469,0.85331462111874,0.85331462111874,14.0462417959652,43.2511828358263,1.3854123826617,0.197965651333758,0.0819207613195398,0.171518391325357,0,0,0.00868941198133553,13.8637641443571,0.449352173197954,-0.000644770639018519,1.39895256608109,0,0.197965651333758,"frac_2",62,5915.43884222085,0.0230115122082002,2,"medium_intensity",0.203713312668957,0.796286687331043,0,0,0,19,"openland","openland"
"Site_2",2020,4.02948949502069,3.02286351508469,0.85331462111874,0.85331462111874,14.0462417959652,43.2511828358263,1.3854123826617,0.197965651333758,0.0819207613195398,0.171518391325357,0,0,0.00868941198133553,13.8637641443571,0.449352173197954,-0.000644770639018519,1.39895256608109,0,0.197965651333758,"frac_2",62,5915.43884222085,0.0230115122082002,2,"medium_intensity",0.203713312668957,0.796286687331043,0,0,0,19,"openland","openland"
"Site_3",2004,4.79858834016941,3.27890735263842,0.829798487642014,0.829798487642014,13.6780507001541,44.3199467465891,1.42863382377832,0.187691741467953,0.10206984729822,0.104298028430961,-0.000511448124359642,-0.000511448124359642,0.00955690822489016,13.4773556274315,0.492896488500746,0.00252990777041946,1.37550576059951,0.00014474287664656,0.184941626811669,"frac_2",62,5671.30506985067,0.302642337403639,2,"medium_intensity",0,1,0,0,1,19,"openland","openland"
"Site_3",2005,4.79858834016941,3.27890735263842,0.829798487642014,0.829798487642014,13.6780507001541,44.3199467465891,1.42863382377832,0.187691741467953,0.10206984729822,0.104298028430961,-0.000511448124359642,-0.000511448124359642,0.00955690822489016,13.4773556274315,0.492896488500746,0.00252990777041946,1.37550576059951,0.00014474287664656,0.184941626811669,"frac_2",62,5671.30506985067,0.302642337403639,2,"medium_intensity",0,1,0,0,1,19,"openland","openland"
"Site_3",2006,4.79858834016941,3.27890735263842,0.829798487642014,0.829798487642014,13.6780507001541,44.3199467465891,1.42863382377832,0.187691741467953,0.10206984729822,0.104298028430961,-0.000511448124359642,-0.000511448124359642,0.00955690822489016,13.4773556274315,0.492896488500746,0.00252990777041946,1.37550576059951,0.00014474287664656,0.184941626811669,"frac_2",62,5671.30506985067,0.302642337403639,2,"medium_intensity",0,1,0,0,1,19,"openland","openland"
"Site_3",2008,4.79858834016941,3.27890735263842,0.829798487642014,0.829798487642014,13.6780507001541,44.3199467465891,1.42863382377832,0.187691741467953,0.10206984729822,0.104298028430961,-0.000511448124359642,-0.000511448124359642,0.00955690822489016,13.4773556274315,0.492896488500746,0.00252990777041946,1.37550576059951,0.00014474287664656,0.184941626811669,"frac_2",62,5671.30506985067,0.302642337403639,2,"medium_intensity",0,1,0,0,1,19,"openland","openland"
"Site_3",2009,4.79858834016941,3.27890735263842,0.829798487642014,0.829798487642014,13.6780507001541,44.3199467465891,1.42863382377832,0.187691741467953,0.10206984729822,0.104298028430961,-0.000511448124359642,-0.000511448124359642,0.00955690822489016,13.4773556274315,0.492896488500746,0.00252990777041946,1.37550576059951,0.00014474287664656,0.184941626811669,"frac_2",62,5671.30506985067,0.302642337403639,2,"medium_intensity",0,1,0,0,1,19,"openland","openland"
"Site_3",2010,4.79858834016941,3.27890735263842,0.829798487642014,0.829798487642014,13.6780507001541,44.3199467465891,1.42863382377832,0.187691741467953,0.10206984729822,0.104298028430961,-0.000511448124359642,-0.000511448124359642,0.00955690822489016,13.4773556274315,0.492896488500746,0.00252990777041946,1.37550576059951,0.00014474287664656,0.184941626811669,"frac_2",62,5671.30506985067,0.302642337403639,2,"medium_intensity",0,1,0,0,1,19,"openland","openland"
"Site_3",2011,4.79858834016941,3.27890735263842,0.829798487642014,0.829798487642014,13.6780507001541,44.3199467465891,1.42863382377832,0.187691741467953,0.10206984729822,0.104298028430961,-0.000511448124359642,-0.000511448124359642,0.00955690822489016,13.4773556274315,0.492896488500746,0.00252990777041946,1.37550576059951,0.00014474287664656,0.184941626811669,"frac_2",62,5671.30506985067,0.302642337403639,2,"medium_intensity",0,1,0,0,1,19,"openland","openland"
"Site_3",2012,4.79858834016941,3.27890735263842,0.829798487642014,0.829798487642014,13.6780507001541,44.3199467465891,1.42863382377832,0.187691741467953,0.10206984729822,0.104298028430961,-0.000511448124359642,-0.000511448124359642,0.00955690822489016,13.4773556274315,0.492896488500746,0.00252990777041946,1.37550576059951,0.00014474287664656,0.184941626811669,"frac_2",62,5671.30506985067,0.302642337403639,2,"medium_intensity",0,1,0,0,1,19,"openland","openland"
"Site_3",2013,4.79858834016941,3.27890735263842,0.829798487642014,0.829798487642014,13.6780507001541,44.3199467465891,1.42863382377832,0.187691741467953,0.10206984729822,0.104298028430961,-0.000511448124359642,-0.000511448124359642,0.00955690822489016,13.4773556274315,0.492896488500746,0.00252990777041946,1.37550576059951,0.00014474287664656,0.184941626811669,"frac_2",62,5671.30506985067,0.302642337403639,2,"medium_intensity",0,1,0,0,1,19,"openland","openland"
"Site_3",2014,4.79858834016941,3.27890735263842,0.829798487642014,0.829798487642014,13.6780507001541,44.3199467465891,1.42863382377832,0.187691741467953,0.10206984729822,0.104298028430961,-0.000511448124359642,-0.000511448124359642,0.00955690822489016,13.4773556274315,0.492896488500746,0.00252990777041946,1.37550576059951,0.00014474287664656,0.184941626811669,"frac_2",62,5671.30506985067,0.302642337403639,2,"medium_intensity",0,1,0,0,1,19,"openland","openland"
"Site_3",2015,4.79858834016941,3.27890735263842,0.829798487642014,0.829798487642014,13.6780507001541,44.3199467465891,1.42863382377832,0.187691741467953,0.10206984729822,0.104298028430961,-0.000511448124359642,-0.000511448124359642,0.00955690822489016,13.4773556274315,0.492896488500746,0.00252990777041946,1.37550576059951,0.00014474287664656,0.184941626811669,"frac_2",62,5671.30506985067,0.302642337403639,2,"medium_intensity",0,1,0,0,1,19,"openland","openland"
"Site_3",2016,4.79858834016941,3.27890735263842,0.829798487642014,0.829798487642014,13.6780507001541,44.3199467465891,1.42863382377832,0.187691741467953,0.10206984729822,0.104298028430961,-0.000511448124359642,-0.000511448124359642,0.00955690822489016,13.4773556274315,0.492896488500746,0.00252990777041946,1.37550576059951,0.00014474287664656,0.184941626811669,"frac_2",62,5671.30506985067,0.302642337403639,2,"medium_intensity",0,1,0,0,1,19,"openland","openland"
"Site_3",2017,4.79858834016941,3.27890735263842,0.829798487642014,0.829798487642014,13.6780507001541,44.3199467465891,1.42863382377832,0.187691741467953,0.10206984729822,0.104298028430961,-0.000511448124359642,-0.000511448124359642,0.00955690822489016,13.4773556274315,0.492896488500746,0.00252990777041946,1.37550576059951,0.00014474287664656,0.184941626811669,"frac_2",62,5671.30506985067,0.302642337403639,2,"medium_intensity",0,1,0,0,1,19,"openland","openland"
"Site_3",2018,4.79858834016941,3.27890735263842,0.829798487642014,0.829798487642014,13.6780507001541,44.3199467465891,1.42863382377832,0.187691741467953,0.10206984729822,0.104298028430961,-0.000511448124359642,-0.000511448124359642,0.00955690822489016,13.4773556274315,0.492896488500746,0.00252990777041946,1.37550576059951,0.00014474287664656,0.184941626811669,"frac_2",62,5671.30506985067,0.302642337403639,2,"medium_intensity",0,1,0,0,1,19,"openland","openland"
"Site_3",2019,4.79858834016941,3.27890735263842,0.829798487642014,0.829798487642014,13.6780507001541,44.3199467465891,1.42863382377832,0.187691741467953,0.10206984729822,0.104298028430961,-0.000511448124359642,-0.000511448124359642,0.00955690822489016,13.4773556274315,0.492896488500746,0.00252990777041946,1.37550576059951,0.00014474287664656,0.184941626811669,"frac_2",62,5671.30506985067,0.302642337403639,2,"medium_intensity",0,1,0,0,1,19,"openland","openland"
"Site_3",2020,4.79858834016941,3.27890735263842,0.829798487642014,0.829798487642014,13.6780507001541,44.3199467465891,1.42863382377832,0.187691741467953,0.10206984729822,0.104298028430961,-0.000511448124359642,-0.000511448124359642,0.00955690822489016,13.4773556274315,0.492896488500746,0.00252990777041946,1.37550576059951,0.00014474287664656,0.184941626811669,"frac_2",62,5671.30506985067,0.302642337403639,2,"medium_intensity",0,1,0,0,1,19,"openland","openland"
"Site_3",2021,4.79858834016941,3.27890735263842,0.829798487642014,0.829798487642014,13.6780507001541,44.3199467465891,1.42863382377832,0.187691741467953,0.10206984729822,0.104298028430961,-0.000511448124359642,-0.000511448124359642,0.00955690822489016,13.4773556274315,0.492896488500746,0.00252990777041946,1.37550576059951,0.00014474287664656,0.184941626811669,"frac_2",62,5671.30506985067,0.302642337403639,2,"medium_intensity",0,1,0,0,1,19,"openland","openland"
"Site_4",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Site_5",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Site_5",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Site_5",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Site_6",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Site_6",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Site_6",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Site_7",2000,0.93577563170143,45.9174676401333,0.468250575210651,0.468250575210651,10.0249506686809,42.4802762170039,2.47727378818056,0.726969764311176,0.0244866989266617,-0.384067277973799,0,0,0.0298297458712242,9.39852600538516,0.413007345999233,0.0130595754659854,2.20302270339487,0,0.726969764311176,"frac_3",71,5790.62007722028,1,2,"low_intensity",0,1,0,0.599139618235001,0.400860381764999,19,"forest and shrub","forest and shrub"
"Site_7",2001,0.93577563170143,45.9174676401333,0.468250575210651,0.468250575210651,10.0249506686809,42.4802762170039,2.47727378818056,0.726969764311176,0.0244866989266617,-0.384067277973799,0,0,0.0298297458712242,9.39852600538516,0.413007345999233,0.0130595754659854,2.20302270339487,0,0.726969764311176,"frac_3",71,5790.62007722028,1,2,"low_intensity",0,1,0,0.599139618235001,0.400860381764999,19,"forest and shrub","forest and shrub"
"Site_7",2003,0.93577563170143,45.9174676401333,0.468250575210651,0.468250575210651,10.0249506686809,42.4802762170039,2.47727378818056,0.726969764311176,0.0244866989266617,-0.384067277973799,0,0,0.0298297458712242,9.39852600538516,0.413007345999233,0.0130595754659854,2.20302270339487,0,0.726969764311176,"frac_3",71,5790.62007722028,1,2,"low_intensity",0,1,0,0.599139618235001,0.400860381764999,19,"forest and shrub","forest and shrub"
"Site_7",2004,0.93577563170143,45.9174676401333,0.468250575210651,0.468250575210651,10.0249506686809,42.4802762170039,2.47727378818056,0.726969764311176,0.0244866989266617,-0.384067277973799,0,0,0.0298297458712242,9.39852600538516,0.413007345999233,0.0130595754659854,2.20302270339487,0,0.726969764311176,"frac_3",71,5790.62007722028,1,2,"low_intensity",0,1,0,0.599139618235001,0.400860381764999,19,"forest and shrub","forest and shrub"
"Site_7",2005,0.93577563170143,45.9174676401333,0.468250575210651,0.468250575210651,10.0249506686809,42.4802762170039,2.47727378818056,0.726969764311176,0.0244866989266617,-0.384067277973799,0,0,0.0298297458712242,9.39852600538516,0.413007345999233,0.0130595754659854,2.20302270339487,0,0.726969764311176,"frac_3",71,5790.62007722028,1,2,"low_intensity",0,1,0,0.599139618235001,0.400860381764999,19,"forest and shrub","forest and shrub"
"Site_7",2006,0.93577563170143,45.9174676401333,0.468250575210651,0.468250575210651,10.0249506686809,42.4802762170039,2.47727378818056,0.726969764311176,0.0244866989266617,-0.384067277973799,0,0,0.0298297458712242,9.39852600538516,0.413007345999233,0.0130595754659854,2.20302270339487,0,0.726969764311176,"frac_3",71,5790.62007722028,1,2,"low_intensity",0,1,0,0.599139618235001,0.400860381764999,19,"forest and shrub","forest and shrub"
"Site_7",2007,0.93577563170143,45.9174676401333,0.468250575210651,0.468250575210651,10.0249506686809,42.4802762170039,2.47727378818056,0.726969764311176,0.0244866989266617,-0.384067277973799,0,0,0.0298297458712242,9.39852600538516,0.413007345999233,0.0130595754659854,2.20302270339487,0,0.726969764311176,"frac_3",71,5790.62007722028,1,2,"low_intensity",0,1,0,0.599139618235001,0.400860381764999,19,"forest and shrub","forest and shrub"
"Site_7",2008,0.93577563170143,45.9174676401333,0.468250575210651,0.468250575210651,10.0249506686809,42.4802762170039,2.47727378818056,0.726969764311176,0.0244866989266617,-0.384067277973799,0,0,0.0298297458712242,9.39852600538516,0.413007345999233,0.0130595754659854,2.20302270339487,0,0.726969764311176,"frac_3",71,5790.62007722028,1,2,"low_intensity",0,1,0,0.599139618235001,0.400860381764999,19,"forest and shrub","forest and shrub"
"Site_7",2009,0.93577563170143,45.9174676401333,0.468250575210651,0.468250575210651,10.0249506686809,42.4802762170039,2.47727378818056,0.726969764311176,0.0244866989266617,-0.384067277973799,0,0,0.0298297458712242,9.39852600538516,0.413007345999233,0.0130595754659854,2.20302270339487,0,0.726969764311176,"frac_3",71,5790.62007722028,1,2,"low_intensity",0,1,0,0.599139618235001,0.400860381764999,19,"forest and shrub","forest and shrub"
"Site_7",2010,0.93577563170143,45.9174676401333,0.468250575210651,0.468250575210651,10.0249506686809,42.4802762170039,2.47727378818056,0.726969764311176,0.0244866989266617,-0.384067277973799,0,0,0.0298297458712242,9.39852600538516,0.413007345999233,0.0130595754659854,2.20302270339487,0,0.726969764311176,"frac_3",71,5790.62007722028,1,2,"low_intensity",0,1,0,0.599139618235001,0.400860381764999,19,"forest and shrub","forest and shrub"
"Site_7",2011,0.93577563170143,45.9174676401333,0.468250575210651,0.468250575210651,10.0249506686809,42.4802762170039,2.47727378818056,0.726969764311176,0.0244866989266617,-0.384067277973799,0,0,0.0298297458712242,9.39852600538516,0.413007345999233,0.0130595754659854,2.20302270339487,0,0.726969764311176,"frac_3",71,5790.62007722028,1,2,"low_intensity",0,1,0,0.599139618235001,0.400860381764999,19,"forest and shrub","forest and shrub"
"Site_7",2012,0.93577563170143,45.9174676401333,0.468250575210651,0.468250575210651,10.0249506686809,42.4802762170039,2.47727378818056,0.726969764311176,0.0244866989266617,-0.384067277973799,0,0,0.0298297458712242,9.39852600538516,0.413007345999233,0.0130595754659854,2.20302270339487,0,0.726969764311176,"frac_3",71,5790.62007722028,1,2,"low_intensity",0,1,0,0.599139618235001,0.400860381764999,19,"forest and shrub","forest and shrub"
"Site_7",2013,0.93577563170143,45.9174676401333,0.468250575210651,0.468250575210651,10.0249506686809,42.4802762170039,2.47727378818056,0.726969764311176,0.0244866989266617,-0.384067277973799,0,0,0.0298297458712242,9.39852600538516,0.413007345999233,0.0130595754659854,2.20302270339487,0,0.726969764311176,"frac_3",71,5790.62007722028,1,2,"low_intensity",0,1,0,0.599139618235001,0.400860381764999,19,"forest and shrub","forest and shrub"
"Site_7",2014,0.93577563170143,45.9174676401333,0.468250575210651,0.468250575210651,10.0249506686809,42.4802762170039,2.47727378818056,0.726969764311176,0.0244866989266617,-0.384067277973799,0,0,0.0298297458712242,9.39852600538516,0.413007345999233,0.0130595754659854,2.20302270339487,0,0.726969764311176,"frac_3",71,5790.62007722028,1,2,"low_intensity",0,1,0,0.599139618235001,0.400860381764999,19,"forest and shrub","forest and shrub"
"Site_7",2015,0.93577563170143,45.9174676401333,0.468250575210651,0.468250575210651,10.0249506686809,42.4802762170039,2.47727378818056,0.726969764311176,0.0244866989266617,-0.384067277973799,0,0,0.0298297458712242,9.39852600538516,0.413007345999233,0.0130595754659854,2.20302270339487,0,0.726969764311176,"frac_3",71,5790.62007722028,1,2,"low_intensity",0,1,0,0.599139618235001,0.400860381764999,19,"forest and shrub","forest and shrub"
"Site_7",2016,0.93577563170143,45.9174676401333,0.468250575210651,0.468250575210651,10.0249506686809,42.4802762170039,2.47727378818056,0.726969764311176,0.0244866989266617,-0.384067277973799,0,0,0.0298297458712242,9.39852600538516,0.413007345999233,0.0130595754659854,2.20302270339487,0,0.726969764311176,"frac_3",71,5790.62007722028,1,2,"low_intensity",0,1,0,0.599139618235001,0.400860381764999,19,"forest and shrub","forest and shrub"
